DecYear,Lat,BGFlx
"2016.4004"," 13.65","1.60e-08"
"2016.4005"," 14.52","4.69e-07"
"2016.4005"," -9.03","4.19e-07"
"2016.4007","  4.42","2.30e-09"
"2016.4012"," 16.50","1.40e-08"
"2016.4023"," 16.72","1.49e-09"
"2016.4027"," 19.20","6.02e-09"
"2016.4028","  8.62","8.93e-09"
"2016.4028","-25.39","1.13e-08"
"2016.4028","  7.21","1.02e-08"
"2016.4029","  0.11","1.88e-09"
"2016.4029"," 15.52","1.67e-08"
"2016.4030"," 15.39","1.96e-08"
"2016.4035"," 14.44","9.85e-08"
"2016.4035"," 14.97","7.22e-08"
"2016.4041"," 13.72","1.64e-08"
"2016.4044","  7.14","2.72e-08"
"2016.4050","  6.81","3.20e-08"
"2016.4053","  6.64","1.53e-08"
"2016.4056"," 11.63","1.59e-08"
"2016.4068"," 11.44","9.44e-08"
"2016.4074"," 21.87","2.42e-08"
"2016.4075"," 13.98","1.26e-08"
"2016.4079"," 16.03","3.02e-07"
"2016.4081","-14.77","2.62e-08"
"2016.4103"," 13.91","3.33e-08"
"2016.4107"," 14.01","1.30e-06"
"2016.4109"," 19.71","3.59e-08"
"2016.4111"," 16.28","5.05e-09"
"2016.4112"," 14.73","1.11e-07"
"2016.4116"," 13.96","1.45e-07"
"2016.4118"," 14.10","9.97e-08"
"2016.4136","  1.15","1.75e-08"
"2016.4162"," -5.11","9.65e-09"
"2016.4164"," 19.31","3.12e-08"
"2016.4164","  1.00","1.20e-08"
"2016.4165","  1.81","9.03e-09"
"2016.4377"," 15.76","5.43e-08"
"2016.4379"," 15.62","7.04e-09"
"2016.4379"," 15.72","1.45e-07"
"2016.4379"," 15.97","1.89e-08"
"2016.4381"," 15.78","9.10e-09"
"2016.4383"," 15.70","2.55e-08"
"2016.4383"," 15.75","8.30e-09"
"2016.4386"," 15.64","7.57e-07"
"2016.4387"," 15.65","3.26e-08"
"2016.4387"," 15.60","2.50e-09"
"2016.4389"," 15.67","5.33e-07"
"2016.4389"," 15.62","3.51e-07"
"2016.4399"," 15.64","2.56e-09"
"2016.4400"," 15.36","4.60e-08"
"2016.4401"," 15.28","1.55e-08"
"2016.4403"," 15.46","2.69e-08"
"2016.4405"," 15.24","1.20e-08"
"2016.4406"," 15.28","2.46e-08"
"2016.4408"," 15.56","2.17e-09"
"2016.4423"," 15.95","1.44e-07"
"2016.4424"," 14.90","4.66e-08"
"2016.4424"," 14.94","7.75e-08"
"2016.4437"," 24.89","5.47e-09"
"2016.4437"," 14.95","2.44e-08"
"2016.4438"," 14.54","3.98e-09"
"2016.4441"," 14.29","3.02e-09"
"2016.4442"," 14.30","1.54e-07"
"2016.4442"," 14.35","2.05e-08"
"2016.4443"," 14.31","3.43e-09"
"2016.4443"," 14.24","8.60e-10"
"2016.4444","  8.23","6.14e-09"
"2016.4444","  8.11","7.82e-09"
"2016.4444"," 14.92","2.29e-09"
"2016.4445"," 15.08","1.11e-08"
"2016.4446"," 14.22","2.58e-08"
"2016.4446"," 14.37","7.28e-08"
"2016.4450"," 14.36","4.65e-08"
"2016.4450"," 14.74","8.40e-08"
"2016.4450"," 14.43","3.12e-08"
"2016.4451"," 14.37","6.17e-08"
"2016.4452"," 14.35","2.75e-06"
"2016.4452"," 14.49","1.81e-07"
"2016.4455"," 14.34","9.23e-08"
"2016.4456"," 14.09","2.07e-07"
"2016.4462"," 15.02","1.02e-08"
"2016.4463"," 15.37","5.48e-08"
"2016.4465"," 13.49","1.54e-08"
"2016.4471","  9.20","2.41e-08"
"2016.4478","  2.23","4.39e-08"
"2016.4486"," 16.14","1.20e-07"
"2016.4487"," 13.83","1.64e-06"
"2016.4489"," 13.47","5.84e-09"
"2016.4489"," 14.50","4.20e-09"
"2016.4494"," 10.12","6.32e-08"
"2016.4496"," 17.79","9.82e-09"
"2016.4502"," 14.33","1.29e-07"
"2016.4507"," 13.92","6.37e-08"
"2016.4523"," 17.39","1.42e-08"
"2016.4537"," 14.21","2.90e-09"
"2016.4548"," 17.98","6.17e-08"
"2016.4568","-15.77","2.19e-08"
"2016.4575"," -8.61","1.22e-07"
"2016.4577"," -8.39","1.11e-07"
"2016.4577"," -8.55","1.86e-07"
"2016.4578"," -9.89","3.74e-08"
"2016.4578"," -8.31","6.71e-07"
"2016.4580"," -8.39","2.18e-07"
"2016.4597"," 12.91","1.21e-08"
"2016.4600"," -8.35","2.15e-07"
"2016.4604"," -6.88","1.63e-07"
"2016.4605"," -8.67","5.28e-08"
"2016.4613"," 12.35","1.92e-08"
"2016.4614","  5.30","1.11e-08"
"2016.4616"," 20.92","1.86e-08"
"2016.4618","-21.94","9.47e-09"
"2016.4623"," -3.86","2.11e-08"
"2016.4634"," -8.09","1.79e-07"
"2016.4636"," -8.71","1.19e-07"
"2016.4637"," -8.47","2.70e-08"
"2016.4637"," -9.23","5.65e-08"
"2016.4637"," -8.50","7.89e-08"
"2016.4641","  8.14","1.05e-07"
"2016.4647","  8.31","1.33e-08"
"2016.4752","  5.61","1.51e-08"
"2016.4757"," 22.71","2.09e-08"
"2016.4779"," 22.73","9.11e-09"
"2016.4782"," 10.02","8.96e-08"
"2016.4802"," 19.16","2.17e-08"
"2016.4802"," 24.04","1.54e-08"
"2016.4807"," 12.18","2.12e-07"
"2016.4811"," 26.42","1.18e-07"
"2016.4812"," 25.24","9.82e-08"
"2016.4821"," 14.67","3.36e-07"
"2016.4827"," 18.88","3.05e-07"
"2016.4829","  0.09","2.33e-08"
"2016.4834"," 10.56","8.67e-09"
"2016.4836"," 14.30","1.34e-08"
"2016.4838"," 23.26","1.50e-08"
"2016.4841"," 12.54","1.15e-07"
"2016.4868"," 20.31","1.20e-08"
"2016.4868"," 14.35","1.21e-07"
"2016.4882","-17.15","8.90e-09"
"2016.4909"," 23.57","1.21e-08"
"2016.4940"," -2.06","9.20e-09"
"2016.4940"," 18.69","8.56e-09"
"2016.4966","  0.85","1.03e-08"
"2016.5016"," 12.06","1.34e-08"
"2016.5037"," -6.79","4.87e-08"
"2016.5040"," -8.31","3.48e-08"
"2016.5106"," 17.23","2.86e-08"
"2016.5124"," 12.53","6.90e-09"
"2016.5480","  5.50","1.84e-07"
"2016.5481","  5.47","3.49e-08"
"2016.5485","  5.60","3.27e-08"
"2016.5491","  6.78","1.04e-07"
"2016.5493","  3.54","1.85e-08"
"2016.5494","  3.45","1.44e-07"
"2016.5498","  6.68","3.21e-08"
"2016.5499"," 26.01","1.25e-08"
"2016.5499","  6.54","6.94e-08"
"2016.5500"," 20.81","1.94e-08"
"2016.5508"," 24.99","3.06e-09"
"2016.5508","  7.83","3.44e-07"
"2016.5514","  3.73","7.82e-08"
"2016.5514","  6.00","2.92e-07"
"2016.5517","  6.07","3.92e-06"
"2016.5519","  4.26","1.09e-06"
"2016.5528","  3.91","2.65e-07"
"2016.5532","  6.27","1.77e-07"
"2016.5537","  3.89","1.96e-08"
"2016.5540","  5.19","2.76e-07"
"2016.5542","  5.15","2.53e-08"
"2016.5542","  6.12","4.27e-07"
"2016.5544","  7.54","6.13e-08"
"2016.5548","  4.64","4.06e-08"
"2016.5555","  3.50","4.04e-07"
"2016.5570"," 10.59","2.15e-06"
"2016.5578","  6.85","9.82e-07"
"2016.5580","  4.49","1.55e-06"
"2016.5581","  9.68","3.36e-09"
"2016.5584","  4.16","3.44e-07"
"2016.5588","  3.96","4.13e-08"
"2016.5589","  6.74","2.60e-07"
"2016.5594","  7.46","1.54e-06"
"2016.5596","  4.21","4.84e-08"
"2016.5596"," 11.36","2.93e-09"
"2016.5598","  6.26","6.91e-08"
"2016.5601","  7.45","2.46e-07"
"2016.5601","  7.50","4.16e-08"
"2016.5602","  5.76","1.09e-07"
"2016.5602","  5.95","5.66e-07"
"2016.5605","  7.74","2.26e-07"
"2016.5607","  6.57","1.01e-06"
"2016.5608","  6.19","1.93e-05"
"2016.5610","  6.73","3.65e-08"
"2016.5610","  7.09","6.60e-07"
"2016.5611","-11.26","1.88e-07"
"2016.5616","  7.82","1.27e-07"
"2016.5616","  7.25","2.08e-07"
"2016.5617","  7.27","1.21e-07"
"2016.5621","  7.38","1.91e-05"
"2016.5623","  6.99","1.33e-08"
"2016.5639","  8.43","1.64e-06"
"2016.5650","  8.07","9.05e-08"
"2016.5661","-12.80","3.78e-08"
"2016.5663","-12.84","8.00e-08"
"2016.5671","-14.28","2.12e-08"
"2016.5776","-19.26","3.04e-07"
"2016.6042","  4.20","2.88e-08"
"2016.6045"," 13.56","6.00e-08"
"2016.6064","  3.92","5.68e-07"
"2016.6083","  1.22","1.61e-09"
"2016.6103","  8.82","3.62e-07"
"2016.6128","  6.70","4.71e-07"
"2016.6196","  7.52","2.80e-08"
"2016.6197","  7.05","9.23e-07"
"2016.6201","  7.17","1.57e-07"
"2016.6203","  7.70","9.21e-07"
"2016.6239","  6.47","6.31e-07"
"2016.6425","  9.77","9.71e-08"
"2016.6547","  6.18","5.11e-08"
"2016.6590"," 13.71","1.42e-07"
"2016.6597"," 14.51","1.79e-07"
"2016.6602"," 13.89","5.97e-08"
"2016.6606","  7.87","1.97e-09"
"2016.6609","  9.35","5.50e-09"
"2016.6611","  8.58","1.93e-07"
"2016.6613","  7.38","1.52e-08"
"2016.6614"," 10.08","1.37e-08"
"2016.6614","  8.69","1.27e-07"
"2016.6616","  9.08","1.18e-08"
"2016.6618","  7.61","1.26e-08"
"2016.6618","  9.09","1.67e-07"
"2016.6620","  9.23","4.58e-08"
"2016.6623","  7.64","2.63e-07"
"2016.6625","  9.45","7.49e-08"
"2016.6627","  5.72","8.12e-09"
"2016.6627","  5.78","5.12e-08"
"2016.6629","  8.34","2.19e-07"
"2016.6629","  5.64","2.44e-08"
"2016.6630","  6.94","2.00e-07"
"2016.6632","  8.58","9.09e-08"
"2016.6634","  8.79","4.25e-08"
"2016.6634","  8.11","3.26e-08"
"2016.6636","  6.53","1.64e-07"
"2016.6637","  4.85","6.59e-08"
"2016.6638"," 12.25","6.24e-07"
"2016.6642"," 12.60","2.06e-08"
"2016.6643","  9.18","6.82e-08"
"2016.6643","  5.77","1.03e-07"
"2016.6643","  4.99","4.43e-08"
"2016.6646"," 12.29","6.32e-08"
"2016.6648"," 13.37","1.64e-08"
"2016.6648"," 10.53","9.76e-08"
"2016.6649"," 11.56","4.34e-07"
"2016.6650","  6.60","7.74e-08"
"2016.6650"," 23.13","9.33e-10"
"2016.6651","  6.53","1.67e-08"
"2016.6652","  6.30","1.42e-08"
"2016.6657"," 12.90","1.42e-08"
"2016.6666","  8.17","1.17e-07"
"2016.6668","  7.78","4.46e-08"
"2016.6670","  8.11","1.98e-07"
"2016.6670"," 13.42","1.91e-07"
"2016.6675","  7.96","7.05e-08"
"2016.6684","  8.32","7.07e-09"
"2016.6693"," 16.99","4.27e-08"
"2016.6695","  8.46","3.01e-09"
"2016.6695","  8.25","2.19e-08"
"2016.6696","  8.42","2.64e-08"
"2016.6698","  7.68","6.14e-08"
"2016.6699","  8.35","8.70e-08"
"2016.6700"," 10.37","5.07e-09"
"2016.6700","  8.72","9.86e-09"
"2016.6700","  8.20","2.84e-08"
"2016.6704"," -0.25","4.80e-09"
"2016.6706","  7.13","6.79e-09"
"2016.6706","  9.14","1.78e-08"
"2016.6722","  7.76","3.15e-07"
"2016.6727","  8.87","9.17e-08"
"2016.6727","  8.28","1.75e-08"
"2016.6728","  8.94","2.81e-07"
"2016.6730"," -5.01","4.11e-09"
"2016.6731"," -4.20","5.61e-09"
"2016.6735","  8.10","4.52e-08"
"2016.6735","  7.39","1.05e-08"
"2016.6736","  8.14","2.36e-08"
"2016.6736","  6.72","3.64e-08"
"2016.6738","  8.61","4.73e-08"
"2016.6739","  7.39","7.07e-08"
"2016.6745","  8.03","1.31e-08"
"2016.6748","  8.03","5.68e-08"
"2016.6750","-17.20","1.29e-08"
"2016.6751","  7.62","1.01e-07"
"2016.6752","  7.70","2.56e-08"
"2016.6763","  7.36","5.64e-08"
"2016.6765"," 10.75","1.14e-08"
"2016.6768"," 27.36","9.64e-09"
"2016.6770","  3.47","8.20e-08"
"2016.6772"," 26.56","1.85e-08"
"2016.6772"," 26.61","1.23e-08"
"2016.6772"," 25.65","3.55e-08"
"2016.6779","  7.13","1.08e-08"
"2016.6781"," 21.28","1.66e-08"
"2016.6781","  6.71","4.00e-08"
"2016.6781","  7.22","5.15e-08"
"2016.6786","  6.35","2.26e-08"
"2016.6786","  9.79","4.13e-07"
"2016.6799","  7.36","1.93e-08"
"2016.6801","  7.24","8.97e-08"
"2016.6801","  6.81","8.06e-08"
"2016.6803","  8.02","4.29e-08"
"2016.6804","  6.89","2.82e-08"
"2016.6835","  6.74","1.79e-08"
"2016.6836","  6.56","1.32e-07"
"2016.6838","  5.99","1.27e-08"
"2016.6838","  6.41","1.59e-08"
"2016.6838","  6.50","5.81e-08"
"2016.6841","  9.61","9.16e-08"
"2016.6842","  6.36","5.41e-08"
"2016.6865","  9.07","3.56e-08"
"2016.6867","  6.92","5.50e-09"
"2016.6867","  8.52","1.19e-08"
"2016.6890"," 16.16","5.46e-08"
"2016.6922"," 15.09","2.88e-08"
"2016.7053"," 11.37","6.49e-08"
"2016.7054"," 13.85","8.07e-08"
"2016.7054"," 13.27","1.15e-07"
"2016.7080"," 12.70","1.26e-08"
"2016.7085"," 12.32","5.61e-08"
"2016.7112"," 12.81","9.87e-08"
"2016.7135"," 13.30","1.00e-08"
"2016.7164"," 11.64","1.37e-07"
"2016.7169","  7.61","1.08e-07"
"2016.7179"," 12.88","2.11e-08"
"2016.7180"," 12.92","1.75e-08"
"2016.7182"," 13.12","1.80e-08"
"2016.7189"," 13.42","1.34e-07"
"2016.7201"," 11.15","8.68e-11"
"2016.7201"," 10.48","2.53e-09"
"2016.7205"," 10.46","5.16e-09"
"2016.7205"," 10.48","2.46e-09"
"2016.7208"," 11.23","1.74e-08"
"2016.7208"," 11.21","4.62e-08"
"2016.7210"," 12.51","3.86e-08"
"2016.7214"," 11.98","2.72e-08"
"2016.7215"," 11.21","1.31e-07"
"2016.7216"," 11.07","1.04e-08"
"2016.7221"," 10.72","1.57e-09"
"2016.7222"," 10.95","1.25e-08"
"2016.7222"," 11.00","1.94e-08"
"2016.7225","  8.28","6.39e-07"
"2016.7225"," 11.21","1.55e-07"
"2016.7227"," 11.15","5.69e-07"
"2016.7229"," 11.36","1.39e-07"
"2016.7230"," 11.61","2.26e-07"
"2016.7244"," 10.37","2.21e-07"
"2016.7245"," 10.88","7.64e-08"
"2016.7246"," 10.39","4.40e-08"
"2016.7246"," 10.25","4.21e-07"
"2016.7247","  5.11","4.70e-08"
"2016.7248"," 10.75","4.19e-07"
"2016.7250"," 10.30","1.73e-06"
"2016.7252"," 10.38","9.47e-08"
"2016.7252"," 10.35","6.24e-08"
"2016.7252"," 10.25","8.93e-08"
"2016.7254"," 10.39","1.82e-07"
"2016.7254"," 10.88","5.66e-07"
"2016.7255"," 11.02","3.54e-10"
"2016.7255"," 11.11","3.41e-08"
"2016.7262"," 11.14","1.26e-06"
"2016.7263"," 12.73","1.56e-08"
"2016.7271"," 11.87","5.41e-08"
"2016.7273"," 12.43","5.94e-08"
"2016.7275","  6.85","3.78e-08"
"2016.7293"," 12.58","8.37e-08"
"2016.7298","-15.43","2.23e-08"
"2016.7304","-13.67","1.64e-08"
"2016.7311","-14.14","2.25e-08"
"2016.7313","-14.72","5.98e-08"
"2016.7316","-14.98","5.40e-07"
"2016.7331","-13.40","6.93e-08"
"2016.7342","-10.17","3.26e-08"
"2016.7343","-14.95","6.72e-08"
"2016.7343","-14.17","2.83e-08"
"2016.7344","-15.20","1.08e-06"
"2016.7355","  5.97","6.39e-08"
"2016.7357","-14.80","7.54e-08"
"2016.7357","-14.30","2.11e-07"
"2016.7357","-14.33","1.75e-07"
"2016.7359","-14.36","4.28e-08"
"2016.7361","-14.22","5.35e-08"
"2016.7361","-14.13","3.04e-08"
"2016.7361","-14.16","2.50e-08"
"2016.7361","-14.31","2.32e-08"
"2016.7366","-13.63","2.51e-08"
"2016.7366","-15.04","3.05e-08"
"2016.7371","-14.77","4.57e-08"
"2016.7372","-15.92","3.49e-08"
"2016.7377","-14.55","7.51e-08"
"2016.7379","-14.28","2.07e-07"
"2016.7386","-15.43","6.07e-07"
"2016.7395","-14.54","2.38e-08"
"2016.7397","-15.17","2.93e-08"
"2016.7397","-14.55","2.77e-08"
"2016.7398","-14.21","5.00e-08"
"2016.7398","-14.45","2.14e-08"
"2016.7400","-14.66","2.92e-08"
"2016.7403","-14.04","4.92e-08"
"2016.7405","-13.95","2.32e-08"
"2016.7405","-14.78","3.58e-08"
"2016.7407","-13.94","3.93e-08"
"2016.7418","-13.23","8.18e-08"
"2016.7424","-14.77","2.02e-07"
"2016.7425","-13.30","2.46e-07"
"2016.7425","-14.43","4.03e-08"
"2016.7429","-15.14","2.61e-08"
"2016.7429","-14.55","4.50e-09"
"2016.7429","-14.64","6.51e-08"
"2016.7434","-15.03","5.33e-08"
"2016.7439","-13.16","4.49e-09"
"2016.7441","-14.42","3.42e-08"
"2016.7441","-14.33","1.86e-08"
"2016.7470","-16.11","3.27e-08"
"2016.7520"," 11.92","1.03e-07"
"2016.7532","-17.40","1.59e-07"
"2016.7532","-17.03","2.35e-07"
"2016.7536"," 10.96","1.33e-07"
"2016.7537","-15.54","6.76e-08"
"2016.7539","-17.07","7.62e-09"
"2016.7563","-18.50","1.34e-07"
"2016.7565","-14.21","2.54e-08"
"2016.7569"," 12.72","9.19e-08"
"2016.7575","-14.03","3.89e-08"
"2016.7584","-17.28","1.94e-08"
"2016.7597"," 13.11","5.52e-07"
"2016.7620","-13.11","1.99e-08"
"2016.7634"," 11.61","7.78e-09"
"2016.7636"," 14.42","1.65e-07"
"2016.7642"," 13.81","1.78e-07"
"2016.7642"," 13.45","5.25e-08"
"2016.7643"," 11.98","6.83e-08"
"2016.7645"," 11.51","6.43e-08"
"2016.7652"," 13.73","1.21e-07"
"2016.7657"," 14.82","1.27e-07"
"2016.7670","-13.78","1.70e-07"
"2016.7677"," 12.54","1.25e-07"
"2016.7681"," 12.70","7.90e-08"
"2016.7688"," 11.44","3.39e-09"
"2016.7690","  3.95","1.14e-08"
"2016.7760","  4.08","6.38e-08"
"2016.7770"," 15.34","2.42e-08"
"2016.7771","  7.21","1.95e-07"
"2016.7772","  6.95","2.04e-08"
"2016.7772","  7.29","6.77e-08"
"2016.7772","  7.24","4.56e-08"
"2016.7773","-14.43","3.17e-08"
"2016.7774","  8.49","4.52e-08"
"2016.7774","  8.32","7.34e-08"
"2016.7774","  7.10","8.25e-08"
"2016.7775","-15.14","5.88e-08"
"2016.7777","-13.97","1.40e-07"
"2016.7779","  7.09","6.90e-08"
"2016.7782","-14.77","1.36e-07"
"2016.7784","-14.69","2.89e-08"
"2016.7785","-15.31","8.97e-08"
"2016.7785","-14.40","5.90e-08"
"2016.7788","-15.06","4.29e-08"
"2016.7800","-13.91","9.66e-07"
"2016.7802","-14.28","3.45e-08"
"2016.7803","-14.35","1.49e-07"
"2016.7803","-14.26","1.11e-07"
"2016.7811","-14.88","1.61e-07"
"2016.7811","-15.86","9.20e-08"
"2016.7811","-16.65","5.67e-08"
"2016.7812","-14.66","5.32e-08"
"2016.7812","-14.69","1.06e-07"
"2016.7812","-14.21","2.76e-08"
"2016.7813","  6.81","8.49e-08"
"2016.7813","  6.92","3.42e-08"
"2016.7815","  6.90","1.72e-07"
"2016.7815","-16.27","7.73e-08"
"2016.7815","-14.23","9.16e-08"
"2016.7815","-14.53","1.36e-08"
"2016.7817","  6.16","2.17e-07"
"2016.7817","  6.87","1.54e-07"
"2016.7817","-13.49","2.36e-07"
"2016.7817","-13.92","3.64e-08"
"2016.7818","-14.01","3.52e-08"
"2016.7818","-15.01","2.54e-07"
"2016.7820","-14.80","6.80e-08"
"2016.7821","  6.40","1.13e-07"
"2016.7823","-14.02","2.10e-08"
"2016.7824","-15.22","8.21e-08"
"2016.7824","-15.17","4.45e-07"
"2016.7826","-14.94","3.10e-08"
"2016.7828","-15.45","5.36e-08"
"2016.7829","-13.90","8.23e-08"
"2016.7838","-14.45","3.24e-07"
"2016.7838","-15.00","4.73e-07"
"2016.7843","-13.91","1.36e-08"
"2016.7855","-12.97","3.50e-07"
"2016.7858","-16.75","6.18e-08"
"2016.7860","-12.01","3.54e-08"
"2016.7861","-19.25","1.86e-08"
"2016.7861","  6.30","3.72e-08"
"2016.7874","  5.21","1.82e-07"
"2016.7878","-14.11","1.17e-07"
"2016.7880","-13.62","1.22e-07"
"2016.7885","-17.19","1.29e-08"
"2016.7892","-14.11","1.24e-07"
"2016.7896","-15.84","2.82e-08"
"2016.7896","-14.68","1.43e-07"
"2016.7904","-13.27","1.04e-07"
"2016.7906","-13.47","4.57e-09"
"2016.7907","-13.32","8.83e-09"
"2016.7909","-15.72","3.19e-07"
"2016.7909","-14.02","2.68e-07"
"2016.7912","  5.67","2.92e-08"
"2016.7912","  5.59","1.33e-07"
"2016.7916","-15.85","1.56e-07"
"2016.7916","-15.97","1.34e-07"
"2016.7922","-14.49","3.80e-07"
"2016.7932","-14.22","2.79e-08"
"2016.8119","  6.19","2.54e-08"
"2016.8232"," 13.99","1.36e-07"
"2016.8545"," 10.01","1.99e-08"
"2016.8557","  8.33","2.54e-08"
"2016.8560","  9.24","1.03e-07"
"2016.8564","  8.13","2.44e-08"
"2016.8588","-17.10","4.03e-08"
"2016.8593","-15.62","4.47e-08"
"2016.8605","-16.90","7.45e-08"
"2016.8618"," -1.61","1.32e-08"
"2016.8622","-16.77","4.13e-08"
"2016.8641","-14.17","2.01e-08"
"2016.8643"," 23.50","9.62e-09"
"2016.8649","-16.05","5.25e-08"
"2016.8716"," 13.73","2.15e-07"
"2016.8934"," 11.10","2.80e-07"
"2016.8935"," 11.24","3.18e-08"
"2016.8960"," 10.27","3.96e-08"
"2016.8974","  8.29","2.15e-08"
"2016.9002","  7.41","1.54e-08"
"2016.9003","  8.67","6.25e-08"
"2016.9051","  9.79","4.03e-08"
"2016.9051","  9.87","2.36e-08"
"2016.9060","  6.77","4.95e-08"
"2016.9060","  7.00","1.81e-07"
"2016.9066"," 13.76","8.15e-08"
"2016.9067","  7.46","3.94e-08"
"2016.9069","  8.97","1.78e-07"
"2016.9078","  8.33","2.00e-08"
"2016.9078","  9.10","3.35e-09"
"2016.9081","  7.43","3.80e-09"
"2016.9084","  8.00","2.04e-07"
"2016.9086","  8.41","7.46e-08"
"2016.9089","  9.13","2.43e-08"
"2016.9091","  6.13","3.37e-08"
"2016.9093"," 10.47","5.22e-08"
"2016.9097"," 11.16","5.15e-09"
"2016.9097","  9.24","5.47e-08"
"2016.9098","  9.20","4.59e-08"
"2016.9101","  9.53","5.71e-07"
"2016.9101","  8.92","2.53e-08"
"2016.9103"," -8.15","3.59e-07"
"2016.9103"," -7.31","3.11e-08"
"2016.9104","  9.87","1.28e-08"
"2016.9105"," -8.17","2.19e-07"
"2016.9107"," -8.10","6.82e-06"
"2016.9110"," -8.16","2.52e-07"
"2016.9112"," -7.99","5.62e-08"
"2016.9112"," -7.87","2.15e-06"
"2016.9114","  4.47","1.75e-09"
"2016.9116"," -7.38","9.63e-08"
"2016.9117"," -7.72","3.36e-07"
"2016.9117"," -8.04","5.56e-07"
"2016.9119"," -7.96","3.02e-08"
"2016.9119"," 10.38","4.14e-10"
"2016.9122"," -7.54","1.48e-07"
"2016.9124"," -7.59","2.00e-07"
"2016.9125"," -7.40","3.20e-07"
"2016.9125"," -7.78","1.13e-06"
"2016.9128"," -7.92","1.63e-09"
"2016.9128"," -7.59","1.24e-07"
"2016.9128"," -8.04","1.04e-07"
"2016.9128"," -7.73","3.44e-08"
"2016.9128"," -7.75","3.33e-06"
"2016.9131"," -7.71","2.35e-07"
"2016.9132"," -7.91","2.49e-07"
"2016.9132","  5.51","2.51e-07"
"2016.9138"," -6.45","3.97e-08"
"2016.9139"," -7.41","2.66e-07"
"2016.9141"," -7.71","2.53e-07"
"2016.9142"," -7.78","7.83e-08"
"2016.9142"," -7.63","2.38e-08"
"2016.9144"," -7.14","2.01e-08"
"2016.9149"," -6.67","5.71e-08"
"2016.9156"," 14.21","2.91e-08"
"2016.9160"," -5.83","2.87e-08"
"2016.9169","  8.41","1.86e-08"
"2016.9173"," 10.91","6.68e-08"
"2016.9173","  7.96","7.87e-09"
"2016.9185"," 12.74","6.62e-09"
"2016.9197","  9.78","5.12e-08"
"2016.9201"," 12.34","9.49e-08"
"2016.9215"," -6.59","2.75e-08"
"2016.9228"," -5.66","2.06e-08"
"2016.9228","  8.60","2.10e-08"
"2016.9231"," -6.51","2.13e-08"
"2016.9235"," -5.92","5.35e-08"
"2016.9236"," -5.76","2.37e-08"
"2016.9237"," -5.73","2.72e-07"
"2016.9237"," -5.28","4.19e-07"
"2016.9238"," -5.35","1.07e-06"
"2016.9240"," -5.89","3.21e-07"
"2016.9240"," -6.80","5.33e-08"
"2016.9241"," -6.88","2.42e-08"
"2016.9244"," -5.69","6.16e-08"
"2016.9245"," -5.52","1.12e-07"
"2016.9247"," -6.25","2.64e-08"
"2016.9247"," -5.52","1.38e-08"
"2016.9247"," -6.15","1.28e-07"
"2016.9249"," -5.87","8.47e-08"
"2016.9251"," -6.96","1.80e-08"
"2016.9253"," -4.75","5.93e-08"
"2016.9253"," -4.86","8.39e-09"
"2016.9253"," -6.52","1.39e-07"
"2016.9261"," -5.27","1.88e-08"
"2016.9264"," -6.87","2.84e-08"
"2016.9264"," -6.14","1.91e-08"
"2016.9266"," -4.77","4.51e-08"
"2016.9269"," -6.88","1.02e-06"
"2016.9271"," -7.02","1.59e-08"
"2016.9273"," -5.53","6.70e-09"
"2016.9275"," -7.13","3.63e-08"
"2016.9276","-12.00","5.24e-09"
"2016.9279"," 14.40","7.64e-09"
"2016.9282"," -4.96","9.81e-08"
"2016.9293"," -5.98","2.86e-08"
"2016.9302"," -6.63","2.55e-08"
"2016.9321"," -7.15","3.79e-08"
"2016.9323"," -8.45","7.26e-09"
"2016.9328"," -6.51","5.88e-08"
"2016.9330"," -8.14","5.65e-08"
"2016.9335"," -5.81","2.80e-08"
"2016.9337"," -7.01","1.61e-07"
"2016.9358"," -6.30","2.21e-08"
"2016.9365"," -6.56","6.99e-08"
"2016.9366"," -6.15","4.85e-09"
"2016.9380"," -5.16","5.22e-08"
"2016.9386"," -6.64","6.51e-09"
"2016.9418"," -5.96","2.98e-07"
"2016.9446"," 16.49","3.26e-08"
"2016.9477","  6.87","1.40e-09"
"2016.9540"," 18.27","1.77e-07"
"2016.9878"," 10.21","7.27e-08"
"2017.0096","-16.81","3.91e-10"
"2017.0150","-10.34","7.42e-09"
"2017.0150","  1.34","1.23e-09"
"2017.0259"," 12.36","3.70e-09"
"2017.0264"," 15.64","2.48e-08"
"2017.0264"," 14.73","2.92e-07"
"2017.0266"," 15.58","6.73e-08"
"2017.0266"," 16.18","4.72e-07"
"2017.0266"," 15.29","3.65e-08"
"2017.0267"," 15.81","4.05e-07"
"2017.0274"," 15.96","1.63e-08"
"2017.0289"," 10.97","5.08e-09"
"2017.0291"," 13.92","2.65e-08"
"2017.0292"," 13.49","1.78e-07"
"2017.0293"," 13.92","3.51e-08"
"2017.0296","  1.82","4.30e-08"
"2017.0299"," 13.32","3.60e-07"
"2017.0309"," 13.52","1.40e-07"
"2017.0320","  5.35","2.57e-06"
"2017.0364","  8.53","7.90e-08"
"2017.0364","  8.14","2.72e-08"
"2017.0413","  9.03","2.68e-08"
"2017.0530"," 12.04","4.11e-08"
"2017.0532"," 11.86","2.37e-07"
"2017.0532"," 11.88","4.50e-09"
"2017.0538","-28.27","7.95e-08"
"2017.0538","-22.45","5.49e-08"
"2017.0540","  4.50","5.39e-08"
