DecYear,Lat,BGFlx
"2011.4101","-21.04","9.55e-08"
"2011.4103"," 15.71","1.65e-08"
"2011.4105","-24.93","4.02e-08"
"2011.4105"," 16.48","2.98e-08"
"2011.4105","-21.31","2.76e-07"
"2011.4107","-22.28","7.82e-08"
"2011.4107"," 16.29","3.48e-08"
"2011.4107"," 16.38","8.27e-08"
"2011.4107"," 15.66","1.45e-08"
"2011.4108"," 16.18","9.61e-08"
"2011.4108"," 16.53","2.31e-08"
"2011.4109","-21.92","6.35e-08"
"2011.4109"," 16.49","6.65e-08"
"2011.4109"," 16.86","1.04e-07"
"2011.4109"," 16.04","1.72e-08"
"2011.4110"," 16.19","5.45e-08"
"2011.4110"," 16.13","1.03e-07"
"2011.4111"," 15.69","2.37e-07"
"2011.4111","-23.09","2.54e-08"
"2011.4112","-22.94","1.19e-07"
"2011.4113"," 16.18","1.83e-08"
"2011.4114","-23.65","1.46e-08"
"2011.4114","-24.26","1.81e-08"
"2011.4114","-24.37","3.82e-08"
"2011.4114"," 16.15","1.31e-07"
"2011.4116"," 15.38","2.53e-08"
"2011.4116"," 17.10","1.25e-07"
"2011.4116","-24.79","1.10e-06"
"2011.4120"," 16.15","1.80e-08"
"2011.4120"," 16.98","3.27e-08"
"2011.4121","-21.67","3.68e-08"
"2011.4125"," 16.06","6.22e-08"
"2011.4125"," 16.61","6.53e-08"
"2011.4125"," 16.91","1.27e-07"
"2011.4125"," 16.58","2.79e-08"
"2011.4126"," 17.26","2.25e-08"
"2011.4127"," 15.75","2.61e-08"
"2011.4127"," 15.39","1.84e-08"
"2011.4127"," 16.76","9.80e-08"
"2011.4129","-21.94","6.71e-08"
"2011.4129"," 16.16","2.84e-08"
"2011.4130","-18.04","3.82e-08"
"2011.4135","-23.38","1.29e-07"
"2011.4136","-20.43","3.96e-08"
"2011.4137"," 17.12","5.03e-08"
"2011.4137"," 20.72","1.44e-08"
"2011.4140"," 16.85","2.28e-06"
"2011.4143"," 18.17","4.17e-08"
"2011.4144","-19.46","2.41e-08"
"2011.4147","-21.10","8.64e-08"
"2011.4148"," 16.34","1.71e-08"
"2011.4153","  8.81","1.67e-08"
"2011.4154","-21.51","6.93e-08"
"2011.4156","-21.42","1.08e-06"
"2011.4156","-20.72","2.13e-06"
"2011.4156","-19.81","7.70e-07"
"2011.4160","-17.83","1.75e-08"
"2011.4161","-16.60","1.28e-08"
"2011.4161","-16.44","2.13e-08"
"2011.4165","-23.22","1.88e-08"
"2011.4165","-23.98","1.34e-08"
"2011.4165"," 22.68","4.64e-08"
"2011.4167","-21.96","5.82e-08"
"2011.4167","-22.09","2.83e-08"
"2011.4167","-22.32","9.07e-08"
"2011.4167","-22.24","5.84e-07"
"2011.4169","-20.98","3.34e-08"
"2011.4170","-24.89","7.14e-08"
"2011.4171","-24.39","6.10e-08"
"2011.4171","-24.85","2.97e-07"
"2011.4172","-17.61","2.97e-08"
"2011.4173","-18.79","1.47e-06"
"2011.4175","-24.46","9.87e-07"
"2011.4176","  9.80","9.73e-07"
"2011.4178","-21.41","1.28e-07"
"2011.4178"," 18.30","2.19e-08"
"2011.4179"," 17.94","1.26e-08"
"2011.4179"," 17.86","6.67e-08"
"2011.4180","-24.78","2.88e-08"
"2011.4180"," 17.79","1.13e-08"
"2011.4183"," 18.38","1.48e-08"
"2011.4183"," 18.26","1.20e-08"
"2011.4185"," 18.33","1.89e-08"
"2011.4185"," 18.55","2.91e-08"
"2011.4185"," 18.35","7.07e-08"
"2011.4185"," 18.70","1.30e-08"
"2011.4188"," 18.17","3.68e-08"
"2011.4189"," 15.47","1.48e-07"
"2011.4189","-21.57","1.50e-07"
"2011.4190"," 18.30","1.98e-08"
"2011.4190"," 17.70","1.32e-08"
"2011.4194","-19.85","1.64e-08"
"2011.4196","-21.20","2.10e-08"
"2011.4199","-23.24","7.36e-08"
"2011.4200","-22.88","7.86e-08"
"2011.4203"," 10.72","2.26e-07"
"2011.4204","-22.46","2.62e-08"
"2011.4204","-22.17","1.97e-08"
"2011.4204","-22.27","1.27e-08"
"2011.4205","-22.76","1.51e-08"
"2011.4205","-22.54","8.10e-08"
"2011.4207","-22.72","3.03e-08"
"2011.4208","-23.62","1.26e-07"
"2011.4208","-22.24","6.19e-08"
"2011.4208","-23.26","4.89e-08"
"2011.4210","-22.87","8.64e-07"
"2011.4214","-22.96","4.81e-08"
"2011.4214","-22.59","1.03e-08"
"2011.4215","-22.88","4.13e-08"
"2011.4216","-24.64","6.38e-08"
"2011.4216","-22.97","1.19e-07"
"2011.4217","-21.03","5.31e-08"
"2011.4218","-22.58","6.99e-07"
"2011.4218","-22.71","3.69e-08"
"2011.4220","-23.18","2.89e-08"
"2011.4232","-24.27","4.81e-08"
"2011.4235","-23.91","3.03e-08"
"2011.4238","-20.76","2.39e-08"
"2011.4238"," 19.93","3.53e-08"
"2011.4238"," 19.44","2.96e-08"
"2011.4242","-19.20","1.13e-08"
"2011.4244","-23.51","3.53e-08"
"2011.4249","-23.69","1.32e-07"
"2011.4251","-23.29","5.73e-08"
"2011.4258","-25.23","3.46e-08"
"2011.4267","-18.97","2.12e-08"
"2011.4267","-23.19","1.16e-08"
"2011.4270","-19.99","2.14e-08"
"2011.4270","-19.54","1.75e-08"
"2011.4271","-22.99","1.55e-08"
"2011.4271","-23.58","2.84e-08"
"2011.4271","-23.78","3.31e-08"
"2011.4273","-21.62","4.73e-08"
"2011.4273","  7.76","2.32e-08"
"2011.4275","-19.96","2.19e-07"
"2011.4276","-20.00","1.91e-08"
"2011.4277","-18.51","7.01e-08"
"2011.4280","-19.07","4.97e-08"
"2011.4284","-20.97","5.18e-08"
"2011.4285","-23.06","7.94e-07"
"2011.4286"," 22.06","6.22e-08"
"2011.4287","-24.31","4.35e-08"
"2011.4289"," 19.63","1.85e-08"
"2011.4289"," 19.87","4.01e-07"
"2011.4290"," 18.87","5.13e-08"
"2011.4291","-23.62","5.86e-07"
"2011.4291","-23.57","1.91e-07"
"2011.4291","-24.17","8.95e-08"
"2011.4296","-23.89","1.21e-07"
"2011.4298","-21.50","1.64e-07"
"2011.4306","-21.82","1.59e-08"
"2011.4309","-21.91","2.51e-05"
"2011.4316"," 20.11","3.55e-08"
"2011.4335","-24.10","2.85e-08"
"2011.4343","-18.89","1.08e-08"
"2011.4358","-22.89","5.41e-08"
"2011.4358","-21.96","1.46e-08"
"2011.4360","-25.56","1.71e-06"
"2011.4361","-26.00","3.31e-06"
"2011.4369","-20.65","5.65e-08"
"2011.4380"," 20.86","3.87e-08"
"2011.4380"," 20.96","2.52e-08"
"2011.4380","-20.58","8.13e-08"
"2011.4380"," 20.06","1.76e-07"
"2011.4386","-15.56","4.48e-08"
"2011.4387","-15.90","3.36e-08"
"2011.4387","-15.75","7.06e-08"
"2011.4401"," 18.85","1.07e-07"
"2011.4404","-23.95","2.76e-06"
"2011.4409"," 21.58","2.71e-07"
"2011.4413"," 13.56","4.42e-08"
"2011.4420","-17.79","1.31e-07"
"2011.4425"," 20.65","2.89e-08"
"2011.4425"," 20.96","1.09e-08"
"2011.4429"," 18.79","6.26e-08"
"2011.4433"," 20.99","2.63e-07"
"2011.4437","-15.63","6.34e-08"
"2011.4437","-15.25","3.27e-08"
"2011.4437","-14.97","1.07e-07"
"2011.4440"," 11.23","5.31e-08"
"2011.4443"," 16.88","2.38e-08"
"2011.4444"," 22.18","1.30e-08"
"2011.4446"," 22.85","4.97e-08"
"2011.4446"," 22.52","5.04e-08"
"2011.4447"," 23.23","1.45e-08"
"2011.4447"," 22.77","4.00e-08"
"2011.4448"," 23.04","7.31e-08"
"2011.4453"," 15.46","2.84e-08"
"2011.4455"," 17.06","6.56e-08"
"2011.4455"," 16.37","2.04e-08"
"2011.4455"," 23.31","2.17e-08"
"2011.4458"," 16.74","4.29e-07"
"2011.4462"," 15.44","8.23e-08"
"2011.4466"," 17.13","3.59e-08"
"2011.4466"," 16.03","1.29e-08"
"2011.4467"," 17.17","1.49e-07"
"2011.4468"," 16.38","7.91e-08"
"2011.4469"," 15.86","1.54e-08"
"2011.4469"," 16.29","4.10e-08"
"2011.4470"," 14.50","2.64e-08"
"2011.4470"," 14.38","1.07e-07"
"2011.4472"," 13.70","1.46e-08"
"2011.4473"," 17.20","4.70e-07"
"2011.4474"," 15.36","1.35e-08"
"2011.4478"," 16.86","7.76e-08"
"2011.4479"," 16.47","1.66e-08"
"2011.4480"," 15.22","5.83e-08"
"2011.4480"," 14.49","8.82e-08"
"2011.4484"," 17.36","2.18e-07"
"2011.4486"," 14.68","6.79e-08"
"2011.4487"," 14.71","1.23e-07"
"2011.4489"," 17.31","3.78e-07"
"2011.4491"," 15.76","4.32e-07"
"2011.4493"," 15.47","4.31e-08"
"2011.4493"," 15.67","2.20e-08"
"2011.4493"," 15.96","1.84e-07"
"2011.4495"," 15.12","3.99e-08"
"2011.4496"," 14.77","7.00e-08"
"2011.4497"," 17.71","3.34e-08"
"2011.4498"," 15.33","4.01e-08"
"2011.4498"," 15.45","1.23e-08"
"2011.4500"," 14.83","5.34e-08"
"2011.4501"," 17.01","2.87e-08"
"2011.4502"," 14.89","2.74e-08"
"2011.4503"," 14.51","7.28e-08"
"2011.4503"," 17.24","1.37e-08"
"2011.4504"," 14.47","7.13e-08"
"2011.4504"," 15.88","1.72e-08"
"2011.4504"," 17.11","2.05e-08"
"2011.4504"," 17.07","1.28e-08"
"2011.4505"," 15.33","5.28e-08"
"2011.4506"," 15.52","5.74e-08"
"2011.4506"," 15.03","2.65e-07"
"2011.4508"," 14.61","1.04e-07"
"2011.4508"," 15.06","1.66e-08"
"2011.4508"," 15.00","3.43e-08"
"2011.4510"," 15.28","6.30e-08"
"2011.4511"," 13.76","2.12e-08"
"2011.4511"," 15.17","1.06e-07"
"2011.4515"," 13.58","7.55e-08"
"2011.4515"," 14.03","3.10e-08"
"2011.4516"," 16.93","2.60e-08"
"2011.4517"," 17.50","1.59e-08"
"2011.4517"," 13.75","2.29e-08"
"2011.4518"," 13.97","6.65e-06"
"2011.4522","-16.03","3.59e-08"
"2011.4522"," 17.19","1.96e-08"
"2011.4523","-15.53","3.19e-08"
"2011.4525","-18.06","3.08e-08"
"2011.4525","-18.36","1.05e-08"
"2011.4529","-17.72","1.16e-07"
"2011.4529","-18.84","1.68e-08"
"2011.4530"," 16.63","2.65e-08"
"2011.4532"," 20.97","1.77e-08"
"2011.4533"," 13.77","5.42e-08"
"2011.4533"," 15.63","3.85e-08"
"2011.4534"," 15.17","2.51e-08"
"2011.4534"," 15.02","1.96e-07"
"2011.4534"," 14.79","4.49e-08"
"2011.4536","-16.63","2.92e-08"
"2011.4536"," 14.50","4.27e-07"
"2011.4538","-16.55","3.14e-07"
"2011.4539","-16.32","1.29e-08"
"2011.4540","-19.57","6.08e-08"
"2011.4540","-16.19","2.79e-07"
"2011.4541","-15.55","5.58e-08"
"2011.4542","-17.03","9.02e-08"
"2011.4542","-15.38","6.81e-08"
"2011.4542","-15.80","2.88e-08"
"2011.4542","-16.37","1.21e-08"
"2011.4542","-15.53","2.39e-07"
"2011.4543","-15.72","9.58e-08"
"2011.4544","-17.24","1.43e-07"
"2011.4544","-16.04","3.99e-07"
"2011.4544","-15.34","2.01e-08"
"2011.4544","-15.18","6.39e-08"
"2011.4544","-14.40","5.04e-08"
"2011.4545","-15.59","2.71e-08"
"2011.4546","-15.23","8.49e-08"
"2011.4546","-15.47","5.54e-08"
"2011.4546","-15.69","1.19e-07"
"2011.4546"," 15.42","1.96e-07"
"2011.4548","-19.03","2.23e-08"
"2011.4549","-14.81","2.59e-08"
"2011.4549","-15.81","8.04e-08"
"2011.4549","-16.11","4.02e-08"
"2011.4549","-16.09","1.58e-07"
"2011.4550","-15.43","4.71e-08"
"2011.4550","-15.45","1.24e-08"
"2011.4550","-16.47","2.45e-08"
"2011.4550","-14.75","1.76e-08"
"2011.4550","-15.94","5.18e-08"
"2011.4550","-15.60","1.01e-08"
"2011.4551","-15.56","6.21e-08"
"2011.4551","-15.98","2.08e-08"
"2011.4552","-14.33","3.09e-08"
"2011.4552"," 15.98","2.99e-08"
"2011.4553"," 14.91","5.47e-08"
"2011.4553","-15.26","9.34e-08"
"2011.4554","-15.24","1.22e-07"
"2011.4555","-19.35","8.56e-07"
"2011.4556","-19.28","1.20e-07"
"2011.4557","-16.48","1.26e-07"
"2011.4557","-16.26","2.63e-08"
"2011.4557","-14.99","8.74e-08"
"2011.4557","-15.31","3.60e-08"
"2011.4558"," 16.31","1.90e-07"
"2011.4562","-18.35","5.03e-07"
"2011.4563","-17.60","1.58e-08"
"2011.4564","-15.86","2.03e-08"
"2011.4565","-15.27","4.38e-08"
"2011.4565","-16.50","3.94e-08"
"2011.4566"," 13.55","7.55e-08"
"2011.4566"," 13.75","6.20e-07"
"2011.4568"," 16.13","2.30e-08"
"2011.4568"," 15.48","4.11e-08"
"2011.4569"," 14.37","1.42e-07"
"2011.4570","-19.57","8.64e-08"
"2011.4571"," 15.42","1.00e-08"
"2011.4571"," 15.55","3.43e-08"
"2011.4571"," 15.88","1.31e-08"
"2011.4573"," 13.53","4.96e-08"
"2011.4573"," 13.68","2.08e-08"
"2011.4574"," 14.68","1.51e-07"
"2011.4574"," 15.72","1.59e-07"
"2011.4575"," 14.35","1.21e-07"
"2011.4575"," 16.02","4.05e-07"
"2011.4575"," 15.37","2.82e-08"
"2011.4576"," 13.73","2.07e-07"
"2011.4576","-18.92","1.94e-08"
"2011.4576"," 13.40","1.32e-07"
"2011.4577","-15.87","3.32e-08"
"2011.4577","-15.04","5.36e-08"
"2011.4577"," 13.74","2.82e-08"
"2011.4578"," 13.51","3.38e-07"
"2011.4579"," 13.31","2.15e-08"
"2011.4582"," 13.85","4.13e-08"
"2011.4583","-19.74","5.13e-08"
"2011.4583","-20.04","3.04e-08"
"2011.4583","-19.56","3.81e-07"
"2011.4586","-15.82","5.57e-08"
"2011.4587"," 14.71","7.78e-08"
"2011.4588"," 17.22","3.08e-08"
"2011.4589","-15.90","3.86e-08"
"2011.4589"," 15.00","6.14e-08"
"2011.4589"," 14.38","1.77e-07"
"2011.4589"," 15.04","6.46e-08"
"2011.4590","-16.65","1.11e-07"
"2011.4590","-16.65","2.17e-08"
"2011.4593","-13.53","5.23e-08"
"2011.4593","-14.72","1.72e-07"
"2011.4593","-19.20","5.02e-08"
"2011.4595"," 17.27","6.75e-08"
"2011.4595","-19.81","2.12e-07"
"2011.4595","-19.80","3.14e-08"
"2011.4595","-19.88","6.63e-08"
"2011.4597","-14.15","3.71e-08"
"2011.4597","-14.22","2.48e-08"
"2011.4598","-14.72","3.94e-08"
"2011.4599"," 17.84","1.75e-08"
"2011.4599","-14.34","1.57e-08"
"2011.4599","-14.24","1.94e-08"
"2011.4599","-14.72","3.61e-08"
"2011.4600","-15.81","1.21e-07"
"2011.4601","-16.16","7.17e-07"
"2011.4602","-14.46","8.50e-07"
"2011.4602","-15.40","1.57e-07"
"2011.4602","-14.75","3.40e-06"
"2011.4603","-16.16","1.91e-08"
"2011.4603","-14.75","4.62e-07"
"2011.4604","-14.57","1.77e-08"
"2011.4604","-14.11","1.63e-08"
"2011.4604","-14.63","5.52e-07"
"2011.4605","-15.39","1.30e-07"
"2011.4605","-15.39","3.52e-08"
"2011.4605","-15.58","8.77e-08"
"2011.4606","-13.97","2.03e-08"
"2011.4607","-14.90","1.78e-08"
"2011.4609","-16.72","2.40e-08"
"2011.4609","-16.62","1.20e-08"
"2011.4610"," 15.12","5.18e-08"
"2011.4612","-20.32","1.39e-08"
"2011.4612"," 14.57","6.34e-08"
"2011.4612"," 14.95","2.17e-08"
"2011.4615"," 15.45","9.08e-08"
"2011.4619"," 15.74","2.19e-08"
"2011.4620","-13.49","4.38e-08"
"2011.4621","-13.94","4.13e-08"
"2011.4622","-20.06","6.22e-08"
"2011.4622","-20.03","1.65e-08"
"2011.4626","-23.35","5.90e-08"
"2011.4628","-19.58","5.06e-08"
"2011.4628","-19.31","1.70e-07"
"2011.4629","-18.05","9.90e-08"
"2011.4632","-16.47","2.70e-08"
"2011.4633"," 16.07","6.77e-07"
"2011.4633"," 16.42","5.43e-08"
"2011.4635","-15.01","2.23e-08"
"2011.4644","-14.82","5.30e-08"
"2011.4645","-15.20","3.17e-08"
"2011.4646","-15.35","5.45e-07"
"2011.4648","-15.41","4.54e-06"
"2011.4649","-22.14","7.03e-07"
"2011.4649","-15.21","1.27e-07"
"2011.4650","-15.14","1.39e-07"
"2011.4650","-14.85","1.80e-08"
"2011.4652","-15.16","1.25e-07"
"2011.4654","-14.89","3.31e-08"
"2011.4654","-14.93","1.62e-08"
"2011.4655","-14.59","1.48e-08"
"2011.4655","-15.12","2.05e-08"
"2011.4656","-17.01","1.92e-08"
"2011.4656","-16.68","2.59e-08"
"2011.4658","-15.11","4.17e-08"
"2011.4659","-14.88","1.54e-07"
"2011.4659","-15.34","1.11e-08"
"2011.4660","-15.34","4.24e-08"
"2011.4660","-15.22","2.98e-08"
"2011.4661","-15.90","4.94e-08"
"2011.4661","-15.43","2.82e-08"
"2011.4663","-14.99","3.94e-08"
"2011.4663","-15.16","2.13e-08"
"2011.4664"," 20.05","2.80e-08"
"2011.4664","-16.38","4.74e-08"
"2011.4664","-16.20","1.55e-07"
"2011.4665","-14.86","1.48e-07"
"2011.4665","-15.24","4.10e-08"
"2011.4668","-16.68","4.65e-08"
"2011.4669","-16.76","3.75e-08"
"2011.4685","-16.94","1.66e-08"
"2011.4687"," 16.17","2.68e-07"
"2011.4688"," 13.04","1.74e-06"
"2011.4688"," 13.46","3.86e-06"
"2011.4689"," 13.07","9.10e-07"
"2011.4689"," 12.93","5.86e-08"
"2011.4694"," 19.01","1.56e-08"
"2011.4698"," 16.55","1.48e-08"
"2011.4698"," 17.24","1.34e-08"
"2011.4706"," 17.77","9.02e-08"
"2011.4716"," 17.50","3.29e-08"
"2011.4718"," 17.67","1.12e-07"
"2011.4719"," 17.91","4.62e-08"
"2011.4721"," 17.33","2.17e-08"
"2011.4742","-19.46","1.45e-08"
"2011.4754"," 16.26","3.63e-07"
"2011.4756"," 17.72","1.80e-07"
"2011.4763"," 19.50","6.58e-08"
"2011.4765"," 18.71","6.59e-08"
"2011.4767"," 16.47","7.53e-08"
"2011.4770"," 15.75","1.47e-08"
"2011.4774","-20.48","2.78e-08"
"2011.4778"," 18.93","5.10e-08"
"2011.4781"," 19.79","2.92e-08"
"2011.4785"," 16.38","2.26e-08"
"2011.4785"," 16.49","2.75e-07"
"2011.4786"," 15.30","2.28e-08"
"2011.4791"," 15.99","1.42e-07"
"2011.4792"," 17.27","5.94e-08"
"2011.4792"," 16.65","4.88e-08"
"2011.4792"," 20.19","1.51e-07"
"2011.4793"," 19.59","2.60e-08"
"2011.4794"," 15.64","2.74e-08"
"2011.4794"," 16.97","1.89e-08"
"2011.4794"," 17.18","6.95e-08"
"2011.4800"," 16.80","1.35e-08"
"2011.4803"," 15.17","4.07e-08"
"2011.4809"," 15.23","2.52e-08"
"2011.4810"," 15.68","3.00e-08"
"2011.4816"," 15.88","2.19e-08"
"2011.4818"," 16.38","1.98e-08"
"2011.4823","-18.83","1.42e-08"
"2011.4838"," 15.65","1.42e-08"
"2011.4838"," 15.94","4.50e-08"
"2011.4845"," 15.94","1.36e-07"
"2011.4846"," 18.23","2.76e-08"
"2011.4846"," 18.17","6.62e-08"
"2011.4847"," 15.53","4.41e-08"
"2011.4847"," 15.83","1.83e-08"
"2011.4847"," 15.49","4.75e-08"
"2011.4847"," 18.73","3.60e-08"
"2011.4848"," 15.28","7.29e-08"
"2011.4850"," 15.38","6.88e-08"
"2011.4851"," 15.48","3.89e-08"
"2011.4852"," 15.43","4.04e-08"
"2011.4852"," 16.96","4.71e-08"
"2011.4852","-18.04","4.41e-08"
"2011.4855"," 18.65","3.39e-08"
"2011.4856"," 18.58","4.25e-08"
"2011.4856"," 18.59","6.55e-08"
"2011.4858"," 18.91","2.27e-08"
"2011.4858"," 19.25","1.28e-08"
"2011.4859","-17.94","3.86e-08"
"2011.4863","-17.46","1.14e-08"
"2011.4863"," 15.66","1.14e-07"
"2011.4867"," 20.60","4.97e-07"
"2011.4872","-18.17","2.37e-08"
"2011.4878"," 22.82","3.88e-07"
"2011.4880"," 15.81","1.70e-08"
"2011.4881"," 25.53","2.30e-08"
"2011.4881"," 25.45","1.32e-08"
"2011.4898"," 24.13","1.07e-07"
"2011.4900"," 24.91","1.13e-07"
"2011.4905","-20.29","6.10e-07"
"2011.4916"," 14.90","2.71e-08"
"2011.4918"," 18.27","5.81e-08"
"2011.4918"," 18.18","2.84e-08"
"2011.4920"," 16.95","4.61e-08"
"2011.4920"," 17.06","1.77e-08"
"2011.4924"," 17.09","9.02e-08"
"2011.4924"," 17.24","2.11e-08"
"2011.4927","-19.44","1.06e-07"
"2011.4929","-19.30","2.25e-08"
"2011.4936","-20.00","1.01e-08"
"2011.4957"," 15.91","1.01e-08"
"2011.4958"," 16.22","1.21e-08"
"2011.4958"," 16.14","1.43e-08"
"2011.4960"," 16.27","2.02e-08"
"2011.4960"," 16.37","3.00e-08"
"2011.4960"," 16.53","4.80e-08"
"2011.4960"," 16.34","4.79e-08"
"2011.4960"," 16.40","4.61e-08"
"2011.4963"," 16.35","1.95e-07"
"2011.4963"," 16.68","2.32e-08"
"2011.4963"," 15.94","2.19e-08"
"2011.4964"," 15.27","1.74e-08"
"2011.4965"," 16.32","4.50e-08"
"2011.4967"," 13.06","3.72e-07"
"2011.4969"," 14.52","1.24e-07"
"2011.4969"," 14.11","1.16e-07"
"2011.4975"," 17.83","1.39e-08"
"2011.4983"," 14.21","1.42e-07"
"2011.5011"," 17.80","2.23e-08"
"2011.5013"," 16.29","2.39e-07"
"2011.5014"," 14.40","6.91e-07"
"2011.5014"," 18.30","1.89e-07"
"2011.5016"," 16.30","5.42e-08"
"2011.5023"," 16.55","2.98e-08"
"2011.5023"," 16.48","1.09e-08"
"2011.5038"," 17.06","3.23e-08"
"2011.5040"," 16.87","2.45e-08"
"2011.5049"," 16.37","6.79e-08"
"2011.5054"," 16.65","2.69e-08"
"2011.5056"," 17.09","4.97e-08"
"2011.5060"," 18.17","6.42e-08"
"2011.5063"," 16.21","3.38e-08"
"2011.5067"," 17.95","3.12e-08"
"2011.5067"," 17.10","2.62e-08"
"2011.5068"," 17.59","3.45e-08"
"2011.5068"," 17.22","1.82e-08"
"2011.5068"," 17.76","1.09e-07"
"2011.5069"," 15.94","1.83e-07"
"2011.5069"," 16.99","5.57e-08"
"2011.5072"," 17.76","3.14e-08"
"2011.5080"," 16.82","7.82e-08"
"2011.5082"," 16.75","3.79e-08"
"2011.5091"," 16.90","3.89e-08"
"2011.5091"," 15.77","1.67e-08"
"2011.5122"," 15.39","3.48e-08"
"2011.5123"," 14.90","1.53e-07"
"2011.5124"," 14.41","5.53e-08"
"2011.5125"," 17.27","1.26e-07"
"2011.5126"," 17.25","1.86e-07"
"2011.5128"," 15.10","6.65e-08"
"2011.5129"," 15.59","1.67e-07"
"2011.5131"," 17.04","1.74e-08"
"2011.5132"," 14.76","1.47e-08"
"2011.5133"," 15.82","2.09e-07"
"2011.5133"," 15.74","1.35e-08"
"2011.5137"," 14.77","2.95e-08"
"2011.5138"," 15.58","2.29e-08"
"2011.5140"," 15.88","6.12e-07"
"2011.5141"," 16.19","8.78e-08"
"2011.5142"," 15.63","5.99e-08"
"2011.5142"," 17.83","1.22e-07"
"2011.5143"," 18.18","1.89e-08"
"2011.5143"," 17.97","1.27e-08"
"2011.5146"," 16.24","2.77e-08"
"2011.5147"," 15.35","1.81e-07"
"2011.5148"," 17.57","1.94e-08"
"2011.5154"," 17.78","2.05e-08"
"2011.5155","-18.92","4.89e-08"
"2011.5162","-19.47","2.94e-06"
"2011.5164","-19.67","6.30e-08"
"2011.5164","-19.79","3.56e-08"
"2011.5164","-19.46","2.57e-06"
"2011.5166","-19.67","2.36e-07"
"2011.5168","-20.06","2.16e-06"
"2011.5172","-19.42","2.66e-07"
"2011.5174"," 18.08","6.04e-08"
"2011.5182"," 15.17","5.60e-08"
"2011.5188","-20.51","6.61e-08"
"2011.5210"," 15.55","3.17e-08"
"2011.5218"," 16.37","3.17e-08"
"2011.5229"," 20.94","1.75e-08"
"2011.5229"," 21.26","1.81e-08"
"2011.5229"," 20.97","1.19e-08"
"2011.5232","-16.62","1.28e-08"
"2011.5234","-18.29","2.07e-07"
"2011.5235","-18.64","1.43e-08"
"2011.5244"," 17.37","1.10e-07"
"2011.5245","-18.56","1.07e-06"
"2011.5247"," 14.69","5.33e-08"
"2011.5251"," 14.80","5.11e-08"
"2011.5254"," 15.80","2.11e-08"
"2011.5261"," 14.71","1.22e-07"
"2011.5264"," 24.80","3.18e-08"
"2011.5274"," 24.21","2.37e-08"
"2011.5274","-25.90","1.38e-08"
"2011.5277"," 16.92","5.15e-08"
"2011.5277"," 17.68","9.43e-08"
"2011.5277","-18.48","1.82e-06"
"2011.5278","-19.29","3.65e-07"
"2011.5279","-23.84","5.35e-08"
"2011.5284","-26.56","2.11e-08"
"2011.5287"," 24.24","1.43e-08"
"2011.5289","-21.08","7.37e-08"
"2011.5289","-21.90","3.30e-08"
"2011.5289","-21.98","9.43e-08"
"2011.5293","-18.99","2.20e-07"
"2011.5293","-19.00","2.72e-08"
"2011.5299","-19.16","1.70e-07"
"2011.5307","-22.42","1.46e-07"
"2011.5308","-22.98","1.54e-07"
"2011.5309","-30.30","1.02e-07"
"2011.5309","-29.55","1.21e-08"
"2011.5311"," 16.42","2.89e-08"
"2011.5311"," 16.34","4.67e-08"
"2011.5314","-23.10","2.74e-07"
"2011.5331"," 15.05","8.42e-08"
"2011.5339","-27.30","2.58e-08"
"2011.5339","-27.18","4.52e-08"
"2011.5343","-26.72","2.38e-08"
"2011.5360","-23.22","8.63e-08"
"2011.5367","-18.79","9.09e-08"
"2011.5370","-17.17","5.86e-08"
"2011.5370","-26.09","3.11e-08"
"2011.5371","-17.16","8.08e-08"
"2011.5379","-24.45","1.23e-07"
"2011.5389","-24.24","4.73e-07"
"2011.5403","-22.54","2.31e-08"
"2011.5406"," 21.29","1.66e-08"
"2011.5406"," 24.14","4.25e-08"
"2011.5409"," 19.90","1.44e-07"
"2011.5415"," 20.27","2.51e-08"
"2011.5415","-27.68","1.81e-08"
"2011.5417","-24.37","2.45e-08"
"2011.5419","  9.19","4.50e-08"
"2011.5419","-22.43","2.87e-07"
"2011.5420"," 20.84","2.99e-07"
"2011.5422"," 20.89","1.83e-07"
"2011.5424"," 20.32","2.99e-08"
"2011.5424","-24.10","3.03e-08"
"2011.5424"," 16.26","3.34e-08"
"2011.5426","-22.73","1.58e-08"
"2011.5428","-25.02","1.50e-08"
"2011.5432","-22.23","2.14e-08"
"2011.5435"," 22.86","6.64e-08"
"2011.5437","-24.54","7.04e-07"
"2011.5441"," 18.97","1.81e-08"
"2011.5442"," 23.14","1.60e-07"
"2011.5442"," 20.27","3.84e-08"
"2011.5446"," 20.83","4.67e-08"
"2011.5448","-24.36","7.04e-08"
"2011.5451","-22.61","3.24e-08"
"2011.5452"," 21.34","2.04e-07"
"2011.5456","-23.26","4.22e-08"
"2011.5458"," 19.33","1.43e-08"
"2011.5462"," 20.05","3.17e-08"
"2011.5462"," 23.48","5.14e-08"
"2011.5463"," 21.33","4.03e-08"
"2011.5463"," 21.25","3.38e-08"
"2011.5464"," 21.38","6.87e-08"
"2011.5465","-24.64","3.12e-07"
"2011.5468","-21.34","3.61e-08"
"2011.5468"," 15.63","1.14e-07"
"2011.5472"," 23.33","3.39e-08"
"2011.5479","-26.01","2.04e-07"
"2011.5479","-25.77","1.48e-08"
"2011.5480"," 19.52","4.84e-08"
"2011.5483","-22.74","2.28e-08"
"2011.5486","-22.25","2.80e-08"
